path,size_bytes,suffix,is_partial
data/manual_raw/Release_1.zip,1223976178,.zip,False
data/manual_raw/release_02_document_bundle.zip,69986448,.zip,False
data/manual_raw/release_03_documents.zip,866619872,.zip,False
data/manual_raw/uap052226.zip,5644377817,.zip,False
data/manual_raw/uap_videos_061226.zip,4961020992,.zip,False
data/manual_raw/uapvideos.zip,1334665058,.zip,False
